文本ID,简体中文,繁体中文,英文,俄语,西班牙语西班牙,葡萄牙语巴西,德语,日语,法语,波兰语,韩语,土耳其语,西班牙语拉丁美洲,乌克兰语,意大利语,捷克语,葡萄牙语葡萄牙,匈牙利语
123029,拥有完美弧形菌盖的清新菌菇，盖沿缀着一圈水滴般的小蓝果。转悠起来时，就像是邀请你在清澈的浅海中漫舞,擁有完美弧形菌蓋的清新菌菇，蓋沿綴著一圈水滴般的小藍果。轉悠起來時，就像是邀請你在清澈的淺海中漫舞,"A fresh mushroom with a perfectly arched cap, adorned with a ring of small, droplet-like blue fruits along the edge. When it spins, it's like inviting you to dance in clear, shallow waters","Свіжий гриб з ідеально вигнутим капелюшком, прикрашений кільцем маленьких краплеподібних синіх плодиків по краю. Коли він обертається, це ніби запрошує вас танцювати в прозорих мілких водах","Una seta fresca con un sombrero perfectamente arqueado, adornado con un anillo de pequeños frutos azules en forma de gota en el borde. Cuando gira, es como si te invitara a bailar en aguas claras y poco profundas","Um cogumelo fresco com um chapéu perfeitamente arqueado, adornado com um anel de pequenos frutos azuis em forma de gota ao longo da borda. Quando gira, é como se o convidasse a dançar em águas claras e rasas","Ein frischer Pilz mit perfekt gewölbtem Hut, geschmückt mit einem Ring kleiner, tropfenförmiger blauer Früchte am Rand. Wenn er sich dreht, ist es, als würde er dich einladen, in klaren, flachen Gewässern zu tanzen",完璧なアーチ型の傘を持ち、縁には小さな雫のような青い実が一圈り。回り始めると、澄んだ浅い海でのダンスに誘われているかのよう,"Un champignon frais au chapeau parfaitement arqué, orné d'un anneau de petits fruits bleus en forme de gouttelette sur le bord. Lorsqu'il tourne, c'est comme s'il vous invitait à danser dans des eaux claires et peu profondes","Świeży grzyb o doskonale łukowatym kapeluszu ozdobionym na brzegu pierścieniem małych, kroplowatych niebieskich owoców. Kiedy się obraca, to tak, jakby zapraszał cię do tańca w przejrzystych, płytkich wodach","완벽한 아치형 갓을 가진 상쾌한 버섯, 갓 가장자리에는 물방울 모양의 작은 파란 열매들이 둘러 있다. 빙글빙글 돌 때는 맑고 얕은 바다에서 춤추자고 초대하는 듯하다","Mükemmel kavisli bir şapkaya sahip taze bir mantar, kenarı boyunca küçük, damla benzeri mavi meyvelerden oluşan bir halka ile süslenmiştir. Döndüğünde, sizi berrak sığ sularda dans etmeye davet ediyor gibidir","Una seta fresca con un sombrero perfectamente arqueado, adornado con un anillo de pequeños frutos azules en forma de gota en el borde. Cuando gira, es como si te invitara a bailar en aguas claras y poco profundas","Свіжий гриб з ідеально вигнутим капелюшком, прикрашений кільцем маленьких краплеподібних синіх плодиків по краю. Коли він обертається, це ніби запрошує вас танцювати в прозорих мілких водах","Un fungo fresco dal cappello perfettamente arcuato, adornato con un anello di piccoli frutti blu a forma di goccia lungo il bordo. Quando gira, è come se ti invitasse a ballare in acque chiare e poco profonde","Čerstvá houba s dokonale klenutým kloboukem, lemovaným prstenem malých modrých plodů ve tvaru kapek. Když se otáčí, jako by vás zvala k tanci v čistých mělkých vodách","Um cogumelo fresco com um chapéu perfeitamente arqueado, adornado com um anel de pequenos frutos azuis em forma de gota ao longo da borda. Quando gira, é como se o convidasse a dançar em águas claras e rasas","Egy tökéletes ívű kalapú friss gomba, a kalap szélén apró, csepp alakú kék bogyók koszorújával. Amikor pörög, mintha tiszta, sekély vizekben táncolni hívna"
123030,收起时，像一顶多层针织帽，蓬开时垂带散落下来，随着双层菌盖轻盈地旋转飘动,收起時，像一頂多層針織帽，蓬開時垂帶散落下來，隨著雙層菌蓋輕盈地旋轉飄動,"When closed, it resembles a multi-layer knitted hat; when opened, the hanging ribbons fall loose, twirling and fluttering lightly with the double-layered cap","У складеному вигляді нагадує багатошарову в'язану шапку; коли розкривається, звисаючі стрічки розпускаються, кружляючи й махаючи разом з двошаровою шляпкою","Cuando está cerrado, parece un gorro de punto de varias capas; al abrirse, las cintas colgantes se sueltan, girando y ondeando ligeramente con el sombrero de dos capas","Quando fechado, assemelha-se a um gorro de malha de várias camadas; quando aberto, as fitas pendentes soltam-se, rodopiando e esvoaçando ligeiramente com o chapéu de duas camadas",Geschlossen ähnelt es einer mehrlagigen Strickmütze; geöffnet lösen sich die herabhängenden Bänder und wirbeln und flattern leicht mit dem zweilagigen Hut,閉じているときは何層ものニット帽のように見え、開くと垂れ下がったリボンがほどけ、二層の傘と共に軽やかに回り舞う,"Fermé, il ressemble à un bonnet tricoté multicouche ; ouvert, les rubans pendants se défont, tourbillonnant et flottant légèrement avec le chapeau à deux couches","Zamknięty przypomina wielowarstwową czapkę z dzianiny; otwarty, zwisające wstążki opadają, wirując i trzepocząc lekko wraz z dwuwarstwowym kapeluszem","접혀 있을 때는 여러 겹의 니트 모자 같고, 퍼지면 늘어진 리본이 흩어지며, 두 겹의 갓과 함께 가볍게 빙글빙글 춤춘다",Kapalıyken çok katmanlı örgü bir şapkayı andırır; açıldığında sarkan kurdeleler serbest kalır ve çift katmanlı şapkayla birlikte hafifçe dönüp süzülür,"Cuando está cerrado, parece un gorro de punto de varias capas; al abrirse, las cintas colgantes se sueltan, girando y ondeando ligeramente con el sombrero de dos capas","У складеному вигляді нагадує багатошарову в'язану шапку; коли розкривається, звисаючі стрічки розпускаються, кружляючи й махаючи разом з двошаровою шляпкою","Quando chiuso, assomiglia a un berretto lavorato a maglia multistrato; quando si apre, i nastri pendenti si sciolgono, roteando e svolazzando leggermente con il cappello a doppio strato",Po zavření připomíná vícevrstvou pletenou čepici; po otevření se visící stuhy uvolní a lehce se točí a vlají spolu s dvouvrstvým kloboukem,"Quando fechado, assemelha-se a um gorro de malha de várias camadas; quando aberto, as fitas pendentes soltam-se, rodopiando e esvoaçando ligeiramente com o chapéu de duas camadas","Zárva olyan, mint egy többrétegű kötött sapka; kinyílva a lelógó szalagok lehullnak, és a kétrétegű kalappal együtt könnyedén pörögnek-lebegnek"
123031,风吹动了蘑菇，也奏响了旋律——Do,風吹動了蘑菇，也奏響了旋律——Do,The wind stirs the mushroom and plays a melody—Do,"Вітер ворушить гриб, і лунає мелодія — До",El mueve la seta y toca una melodía—Do,O vento agita o cogumelo e toca uma melodia—Dó,Der Wind bewegt den Pilz und spielt eine Melodie—Do,風がキノコを揺らし、旋律を奏でる——ド,Le vent agite le champignon et joue une mélodie—Do,Wiatr porusza grzybem i gra melodię—Do,바람이 버섯을 흔들며 선율을 연주한다——도,Rüzgar mantarı hareket ettirir ve bir melodi çalar—Do,El viento mueve la seta y toca una melodía—Do,"Вітер ворушить гриб, і лунає мелодія — До",Il vento muove il fungo e suona una melodia—Do,Vítr pohoubá houbou a hraje melodii—Do,O vento agita o cogumelo e toca uma melodia—Dó,"A szél megmozdítja a gombát, és dallamot játszik—Dó"
123032,风吹动了蘑菇，也奏响了旋律——Re,風吹動了蘑菇，也奏響了旋律——Re,The wind stirs the mushroom and plays a melody—Re,"Вітер ворушить гриб, і лунає мелодія — Ре",El viento mueve la seta y toca una melodía—Re,O vento agita o cogumelo e toca uma melodia—Ré,Der Wind bewegt den Pilz und spielt eine Melodie—Re,風がキノコを揺らし、旋律を奏でる——レ,Le vent agite le champignon et joue une mélodie—Re,Wiatr porusza grzybem i gra melodię—Re,바람이 버섯을 흔들며 선율을 연주한다——레,Rüzgar mantarı hareket ettirir ve bir melodi çalar—Re,El viento mueve la seta y toca una melodía—Re,"Вітер ворушить гриб, і лунає мелодія — Ре",Il vento muove il fungo e suona una melodia—Re,Vítr pohoubá houbou a hraje melodii—Re,O vento agita o cogumelo e toca uma melodia—Ré,"A szél megmozdítja a gombát, és dallamot játszik—Re"
123033,风吹动了蘑菇，也奏响了旋律——Mi,風吹動了蘑菇，也奏響了旋律——Mi,The wind stirs the mushroom and plays a melody—Mi,"Вітер ворушить гриб, і лунає мелодія — Мі",El viento mueve la seta y toca una melodía—Mi,O vento agita o cogumelo e toca uma melodia—Mi,Der Wind bewegt den Pilz und spielt eine Melodie—Mi,風がキノコを揺らし、旋律を奏でる——ミ,Le vent agite le champignon et joue une mélodie—Mi,Wiatr porusza grzybem i gra melodię—Mi,바람이 버섯을 흔들며 선율을 연주한다——미,Rüzgar mantarı hareket ettirir ve bir melodi çalar—Mi,El viento mueve la seta y toca una melodía—Mi,"Вітер ворушить гриб, і лунає мелодія — Мі",Il vento muove il fungo e suona una melodia—Mi,Vítr pohoubá houbou a hraje melodii—Mi,O vento agita o cogumelo e toca uma melodia—Mi,"A szél megmozdítja a gombát, és dallamot játszik—Mi"
123034,风吹动了蘑菇，也奏响了旋律——Sol,風吹動了蘑菇，也奏響了旋律——Sol,The wind stirs the mushroom and plays a melody—Sol,"Вітер ворушить гриб, і лунає мелодія — Соль",El viento mueve la seta y toca una melodía—Sol,O vento agita o cogumelo e toca uma melodia—Sol,Der Wind bewegt den Pilz und spielt eine Melodie—Sol,風がキノコを揺らし、旋律を奏でる——ソ,Le vent agite le champignon et joue une mélodie—Sol,Wiatr porusza grzybem i gra melodię—Sol,바람이 버섯을 흔들며 선율을 연주한다——솔,Rüzgar mantarı hareket ettirir ve bir melodi çalar—Sol,El viento mueve la seta y toca una melodía—Sol,"Вітер ворушить гриб, і лунає мелодія — Соль",Il vento muove il fungo e suona una melodia—Sol,Vítr pohoubá houbou a hraje melodii—Sol,O vento agita o cogumelo e toca uma melodia—Sol,"A szél megmozdítja a gombát, és dallamot játszik—Szó"
123035,风吹动了蘑菇，也奏响了旋律——La,風吹動了蘑菇，也奏響了旋律——La,The wind stirs the mushroom and plays a melody—La,"Вітер ворушить гриб, і лунає мелодія — Ля",El viento mueve la seta y toca una melodía—La,O vento agita o cogumelo e toca uma melodia—Lá,Der Wind bewegt den Pilz und spielt eine Melodie—La,風がキノコを揺らし、旋律を奏でる——ラ,Le vent agite le champignon et joue une mélodie—La,Wiatr porusza grzybem i gra melodię—La,바람이 버섯을 흔들며 선율을 연주한다——라,Rüzgar mantarı hareket ettirir ve bir melodi çalar—La,El viento mueve la seta y toca una melodía—La,"Вітер ворушить гриб, і лунає мелодія — Ля",Il vento muove il fungo e suona una melodia—La,Vítr pohoubá houbou a hraje melodii—La,O vento agita o cogumelo e toca uma melodia—Lá,"A szél megmozdítja a gombát, és dallamot játszik—Lá"
123036,,,,,,,,,,,,,,,,,,
123037,一朵不小心把蛋壳套在头上的菌子，当受到外力时，它的蛋壳盖竟会弹射出去,一朵不小心把蛋殼套在頭上的菌子，當受到外力時，它的蛋殼蓋竟會彈射出去,"A mushroom that accidentally put an eggshell on its head; when subjected to external force, its eggshell cap surprisingly shoots off","Гриб, який випадково одягнув яєчну шкаралупу на голову; коли на нього впливає зовнішня сила, його капелюшок-шкаралупа дивовижно відстрілюється","Una seta que accidentalmente se puso un cascarón de huevo en la cabeza; cuando recibe un golpe externo, su sombrero-cascarón sorprendentemente sale disparado","Um cogumelo que acidentalmente colocou uma casca de ovo na cabeça; quando sujeito a uma força externa, o seu chapéu-casca surpreendentemente dispara","Ein Pilz, der versehentlich eine Eierschale auf den Kopf gesetzt hat; wenn eine äußere Kraft auf ihn einwirkt, schießt sein Eierschalen-Hut überraschend weg",誤って卵の殻を頭にかぶってしまったキノコ。外力が加わると、その卵の殻の蓋がなんと飛び出す,"Un champignon qui a accidentellement coiffé une coquille d'œuf ; lorsqu'une force extérieure s'exerce, son chapeau-coquille se propulse étonnamment","Grzyb, który przypadkowo włożył na głowę skorupkę jajka; pod wpływem siły zewnętrznej jego skorupkowy kapelusz zaskakująco wystrzeliwuje","실수로 달걀 껍질을 머리에 쓴 버섯, 외부 힘을 받으면 달걀 껍질 뚜껑이 튕겨 나가 버린다",Yanlışlıkla başına bir yumurta kabuğu geçiren bir mantar; bir dış kuvvete maruz kaldığında yumurta kabuğu kapağı şaşırtıcı bir şekilde fırlar,"Una seta que accidentalmente se puso un cascarón de huevo en la cabeza; cuando recibe un golpe externo, su sombrero-cascarón sorprendentemente sale disparado","Гриб, який випадково одягнув яєчну шкаралупу на голову; коли на нього впливає зовнішня сила, його капелюшок-шкаралупа дивовижно відстрілюється","Un fungo che ha accidentalmente messo un guscio d'uovo sulla testa; quando sottoposto a una forza esterna, il suo cappello a guscio d'uovo sorprendentemente scatta via","Houba, která si omylem nasadila na hlavu vaječnou skořápku; když na ni působí vnější síla, její klobouk jako skořápka překvapivě vystřelí","Um cogumelo que acidentalmente colocou uma casca de ovo na cabeça; quando sujeito a uma força externa, o seu chapéu-casca surpreendentemente dispara","Egy gomba, amely véletlenül egy tojáshéjat tett a fejére; amikor külső erő hat rá, a tojáshéj-kalapja meglepő módon kilő"
124001,霜白的菌盖，鸦灰的菌褶，形如雾中美人，若贸然问候，它会以赤目飞禽做应答,霜白的菌蓋，鴉灰的菌褶，形如霧中美人，若貿然問候，它會以赤目飛禽做應答,"A frost-white cap, crow-gray gills, shaped like a beauty in the mist. If you rashly greet it, it will respond with a red-eyed bird of prey","Білий як іній капелюшок, сіро-воронячі пластинки, формою нагадує красуню в тумані. Якщо необережно привітатися, вона відповість червоноокою хижим птахом","Un sombrero blanco como la escarcha, láminas gris cuervo, con forma de una belleza en la niebla. Si la saludas imprudentemente, te responderá con un ave rapaz de ojos rojos","Um chapéu branco como a geada, lamelas cinza-corvo, em forma de uma beldade na névoa. Se a cumprimentar imprudentemente, ela responderá com uma ave de rapina de olhos vermelhos","Ein reifweißer Hut, krähengrane Lamellen, geformt wie eine Schönheit im Nebel. Wenn du sie unvorsichtig begrüßt, antwortet sie mit einem rotäugigen Raubvogel",霜の白い傘、鴉色のひだ、霧の中の美人のような形。うかつに声をかけると、赤い目の猛禽で応えるだろう,"Un chapeau blanc givre, des lames gris corbeau, en forme de beauté dans le brouillard. Si vous l'abordez imprudemment, elle répondra par un rapace aux yeux rouges","Biały jak szron kapelusz, kruczoszare blaszki, kształtem przypominający piękność we mgle. Jeśli nieostrożnie go zagadniesz, odpowie czerwonookim ptakiem drapieżnym","서리처럼 하얀 갓, 갈가마귀 회색 주름, 안개 속 미인 같은 모양새다. 함부로 말을 걸면 붉은 눈의 맹금으로 응답할 것이다","Don beyazı bir şapka, kuzgun grisi lameller, siste bir güzel şeklinde. Düşüncesizce ona seslenirseniz, kırmızı gözlü yırtıcı bir kuşla yanıt verecektir","Un sombrero blanco como la escarcha, láminas gris cuervo, con forma de una belleza en la niebla. Si la saludas imprudentemente, te responderá con un ave rapaz de ojos rojos","Білий як іній капелюшок, сіро-воронячі пластинки, формою нагадує красуню в тумані. Якщо необережно привітатися, вона відповість червоноокою хижим птахом","Un cappello bianco come la brina, lamelle grigio corvo, a forma di bellezza nella nebbia. Se lo saluti sconsideratamente, risponderà con un rapace dagli occhi rossi","Jinovatkově bílý klobouk, vraně šedé lupeny, tvarem připomínající krásu v mlze. Pokud na ni nerozvážně promluvíte, odpoví vám dravcem s červenýma očima","Um chapéu branco como a geada, lamelas cinza-corvo, em forma de uma beldade na névoa. Se a cumprimentar imprudentemente, ela responderá com uma ave de rapina de olhos vermelhos","Olyan, mint a dérben megbúvó szépség: fagyos fehér kalap, varjúszürke lemezek. Ha meggondolatlanul megszólítod, vörösszemű ragadozómadárral válaszol"
124002,它是寒夜中独燃的清灯，以冰作芯，以烬作舞,它是寒夜中獨燃的清燈，以冰作芯，以燼作舞,"It is a lone, clear lamp burning in the cold night, with ice as its wick and ashes as its dance","Це самотній яскравий ліхтар, що горить холодної ночі, з льодом замість гноту та попелом замість танцю","Es una lámpara solitaria y clara que arde en la noche fría, con hielo como mecha y cenizas como danza","É uma lâmpada solitária e clara que arde na noite fria, com gelo como pavio e cinzas como dança","Es ist eine einsame, klare Lampe, die in der kalten Nacht brennt, mit Eis als Docht und Asche als Tanz",寒夜に独り燃える清き灯。芯は氷、舞いは灰燼,"Une lampe claire et solitaire brûlant dans la nuit froide, avec de la glace pour mèche et des cendres pour danse","To samotna, czysta lampa płonąca w mroźną noc, z lodem jako knotem i popiołem jako tańcem","차가운 밤에 홀로 타오르는 맑은 등불, 심지는 얼음이고, 춤은 잿가루로 한다","Soğuk gecede tek başına yanan berrak bir lambadır, fitili buz, dansı küldür","Es una lámpara solitaria y clara que arde en la noche fría, con hielo como mecha y cenizas como danza","Це самотній яскравий ліхтар, що горить холодної ночі, з льодом замість гноту та попелом замість танцю","È una lampada chiara e solitaria che arde nella notte fredda, con il ghiaccio come stoppino e la cenere come danza","Je to osamělá jasná lampa hořící v chladné noci, s ledem jako knotem a popelem jako tancem","É uma lâmpada solitária e clara que arde na noite fria, com gelo como pavio e cinzas como dança","Egy magányos, tiszta lámpás, ami a hideg éjszakában ég, jéggel mint kanóccal és hamuval mint tánccal"
124003,披着黑纱的神秘“蘑”女，微微一鼓，犹如释放魔法般，从玫红菌褶间涌出闪动的光点,披著黑紗的神秘「蘑」女，微微一鼓，猶如釋放魔法般，從玫紅菌褶間湧出閃動的光點,"A mysterious witch draped in a black veil. The cap swells slightly, and as if casting a spell, shimmering specks of light burst forth from the rose-red gills","Таинственная ведьма в чёрной вуали. Шляпка слегка надувается, и, словно творя магию, из розово-красных пластин вырываются мерцающие искры","Una bruja misteriosa envuelta en un velo negro. El sombrero se hincha ligeramente y, como si lanzara un hechizo, surgen destellos de luz de las láminas rosa-rojizas","Uma bruxa misteriosa envolta num véu negro. O chapéu se intumesce levemente e, como num feitiço, pontinhos cintilantes de luz jorram das lamelas rosadas","Eine geheimnisvolle Hexe in einem schwarzen Schleier. Der Hut bläht sich leicht auf, und wie bei einem Zauber sprühen schimmernde Lichtpunkte aus den rosaroten Lamellen",黒いベールをまとった神秘的な魔女。傘がほんのり膨らむと、魔法を放つかのように、バラ色のひだからきらめく光の点が湧き出る,"Une sorcière mystérieuse voilée de noir. Le chapeau se gonfle légèrement, et comme si elle lançait un sort, des points scintillants jaillissent des lames rose-rouge","Tajemnicza czarownica w czarnym welonie. Kapelusz delikatnie się nadyma, a jak za sprawą magii, z różowoczerwonych blaszek wytryskują migoczące punkciki światła",검은 베일을 두른 신비로운 마녀. 갓이 살짝 부풀면 마법을 거는 듯 장밋빛 주름살 사이로 반짝이는 빛 점들이 솟아나요,"Siyah bir peçeye bürünmüş gizemli bir cadı. Şapka hafifçe şişer ve büyü yapar gibi, gül kırmızısı lamellerden parıldayan ışık noktaları fışkırır","Una bruja misteriosa envuelta en un velo negro. El sombrero se hincha ligeramente y, como si lanzara un hechizo, surgen destellos de luz de las láminas rosa-rojizas","Таємнича відьма в чорній вуалі. Капелюшок злегка надимається, і, ніби виконуючи магію, з рожево-червоних пластинок вириваються мерехтливі цятки світла","Una strega misteriosa avvolta in un velo nero. Il cappello si gonfia leggermente e, come per magia, dai lamelli rosa-rossastri sprizzano puntini luminosi scintillanti",Tajemná čarodějnice zahalená v černém závoji. Klobouk se mírně nafoukne a jako při kouzlu z růžovočervených lupenů vytrysknou třpytivé body světla,"Uma bruxa misteriosa envolta num véu negro. O chapéu se intumesce levemente e, como num feitiço, pontinhos cintilantes de luz jorram das lamelas rosadas","Egy fekete fátyolba burkolózó titokzatos boszorkány. A kalap enyhén felfúvódik, és mintha varázslatot szőne, a rózsaszín lemezek közül csillogó fénypontok törnek elő"
124004,顶端熊熊燃烧的菌菇，如同炎炎龙息，昼夜升腾，未曾熄灭,頂端熊熊燃燒的菌菇，如同炎炎龍息，晝夜升騰，未曾熄滅,"A mushroom burning fiercely at its tip, like a dragon's blazing breath, rising day and night, never extinguished","Гриб із палаючою верхівкою, як вогняне дихання дракона, здіймається день і ніч, ніколи не згасаючи","Una seta con la punta ardiendo ferozmente, como el aliento abrasador de un dragón, elevándose día y noche, nunca apagada","Um cogumelo com a ponta a arder ferozmente, como a respiração abrasadora de um dragão, erguendo-se dia e noite, nunca se apagando","Ein Pilz mit einer heftig brennenden Spitze, wie der feurige Atem eines Drachen, der Tag und Nacht aufsteigt und nie erlischt",先端が激しく燃えるキノコ、まるで炎の竜の息吹。昼夜を問わず立ち昇り、決して消えない,"Un champignon dont la pointe brûle férocement, comme l'haleine ardente d'un dragon, s'élevant jour et nuit, ne s'éteignant jamais","Grzyb z płonącym czubkiem, jak ognisty oddech smoka, unoszący się dniem i nocą, nigdy nie gasnący","끝부분에서 맹렬히 타오르는 버섯, 마치 불꽃 용의 숨결 같으며, 밤낮으로 솟아오르고 꺼지지 않는다","Tepe noktasında şiddetle yanan bir mantar, bir ejderhanın ateşli nefesi gibi, gece gündüz yükselir, asla sönmez","Una seta con la punta ardiendo ferozmente, como el aliento abrasador de un dragón, elevándose día y noche, nunca apagada","Гриб із палаючою верхівкою, як вогняне дихання дракона, здіймається день і ніч, ніколи не згасаючи","Un fungo con la punta che brucia ferocemente, come il respiro infuocato di un drago, che si eleva giorno e notte, mai spento","Houba s prudce hořícím vrcholem, jako ohnivý dech draka, stoupající dnem i nocí, nikdy neuhasínající","Um cogumelo com a ponta a arder ferozmente, como a respiração abrasadora de um dragão, erguendo-se dia e noite, nunca se apagando","Egy gomba, melynek csúcsa hevesen ég, mint a sárkány tüzes lehelete, éjjel-nappal felszáll, soha el nem alvó"
124005,,,,,,,,,,,,,,,,,,
124006,蜜蜂屁“菇”摸不得，偶尔会误伤家具和其他蘑菇,蜜蜂屁「菇」摸不得，偶爾會誤傷家具和其他蘑菇,Bee bottom must not be touched! Sometimes it accidentally damages furniture and other mushrooms,«Пчелиная попка» — не трогай! Иногда случайно портит мебель и другие грибы,¡La «cola de abeja» no se debe tocar! A veces daña muebles y otras setas por accidente,"«Traseiro de abelha» não se pode tocar! Às vezes, acidentalmente, danifica móveis e outros cogumelos",„Bienenhintern“ darf man nicht anfassen! Gelegentlich beschädigt es versehentlich Möbel und andere Pilze,「ハチのお尻」には触るな！たまに家具や他のキノコを誤って傷つける,«Derrière d’abeille» ne doit pas être touché ! Il arrive qu’il abîme accidentellement des meubles et d’autres champignons,„Tyłeczek pszczółki” – nie dotykać! Czasem przypadkiem niszczy meble i inne grzyby,'벌 엉덩이'는 만지면 안 돼요! 가끔 가구나 다른 버섯을 실수로 손상시키기도 해요,'Arı poposu'na dokunulmaz! Bazen yanlışlıkla mobilyalara ve diğer mantarlara zarar verir,¡La «cola de abeja» no se debe tocar! A veces daña muebles y otras setas por accidente,«Бджолина попка» — не чіпай! Іноді випадково псує меблі та інші гриби,«Il sedere dell’ape» non va toccato! A volte danneggia accidentalmente mobili e altri funghi,„Včelí zadeček“ se nesmí dotýkat! Občas omylem poškodí nábytek a jiné houby,"«Traseiro de abelha» não se pode tocar! Às vezes, acidentalmente, danifica móveis e outros cogumelos",„Méhpopót“ nem szabad megérinteni! Néha véletlenül kárt tesz bútorokban és más gombákban
124007,白云坠入森林，与菌子融为一体，从此林间升起的不止有炊烟袅袅，还有白云朵朵,白雲墜入森林，與菌子融為一體，從此林間升起的不止有炊煙裊裊，還有白雲朵朵,"White clouds have fallen into the forest and merged with the mushrooms; from then on, not only wisps of cooking smoke rise among the trees, but also patches of white clouds","Білі хмари впали в ліс і злилися з грибами; відтоді серед дерев піднімаються не лише шматочки диму від приготування їжі, а й клаптики білих хмар","Las nubes blancas han caído en el bosque y se han fusionado con las setas; desde entonces, no solo se elevan entre los árboles tenues humos de cocina, sino también copos de nubes blancas","As nuvens brancas caíram na floresta e fundiram-se com os cogumelos; a partir de então, entre as árvores não sobem apenas fios de fumo de cozinha, mas também nuvens brancas aqui e ali","Weiße Wolken sind in den Wald gefallen und mit den Pilzen verschmolzen; von da an steigen zwischen den Bäumen nicht nur Kochrauchwölkchen auf, sondern auch weiße Wolkenfetzen",白い雲が森に落ちてキノコと融合した。それ以来、林間に立ち上るのはたなびく炊煙だけでなく、白い雲もまたそこかしこに浮かぶようになった,"Des nuages blancs sont tombés dans la forêt et ont fusionné avec les champignons ; depuis lors, ce ne sont pas seulement des volutes de fumée de cuisine qui s'élèvent parmi les arbres, mais aussi des nuages blancs par endroits","Białe chmury spadły do lasu i połączyły się z grzybami; od tego czasu spomiędzy drzew unoszą się nie tylko smużki dymu z ognisk, ale także białe obłoki",흰 구름이 숲속으로 내려와 버섯과 하나가 되었다. 그 뒤로 숲 사이로 피어오르는 것은 모닥불 연기뿐만 아니라 솜사탕 같은 흰 구름들도 있다,"Beyaz bulutlar ormana düşmüş ve mantarlarla birleşmiştir; o günden sonra ağaçların arasında yükselen sadece yemek dumanı değil, aynı zamanda beyaz bulut parçaları da olmuştur","Las nubes blancas han caído en el bosque y se han fusionado con las setas; desde entonces, no solo se elevan entre los árboles tenues humos de cocina, sino también copos de nubes blancas","Білі хмари впали в ліс і злилися з грибами; відтоді серед дерев піднімаються не лише шматочки диму від приготування їжі, а й клаптики білих хмар","Nuvole bianche sono cadute nella foresta e si sono fuse con i funghi; da allora, tra gli alberi non si alzano solo sottili volute di fumo da cucina, ma anche soffici nuvole bianche","Bílé mraky spadly do lesa a spojily se s houbami; od té doby se mezi stromy nevznášejí jen kouřící páry z vaření, ale také bílá oblaka","As nuvens brancas caíram na floresta e fundiram-se com os cogumelos; a partir de então, entre as árvores não sobem apenas fios de fumo de cozinha, mas também nuvens brancas aqui e ali","Fehér felhők ereszkedtek az erdőbe, és összeolvadtak a gombákkal; azóta a fák között nemcsak szálló füstfürtök szállnak fel, hanem fehér felhőcskék is"
124008,触碰前戴上绝缘手套，它可没有近亲那样的好脾气,觸碰前戴上絕緣手套，它可沒有近親那樣的好脾氣,Wear insulating gloves before touching it; it doesn't have the good temper of its close relatives,"Перш ніж торкнутися, надіньте ізоляційні рукавички; він не має такого доброго норову, як його близькі родичі",Pon guantes aislantes antes de tocarla; no tiene el buen carácter de sus parientes cercanos,Use luvas isolantes antes de tocar; não tem o bom temperamento dos seus parentes próximos,"Ziehe isolierende Handschuhe an, bevor du ihn berührst; er hat nicht das gute Gemüt seiner nahen Verwandten",触れる前に絶縁手袋を着用してください。近縁種のような温和な気質ではありません,Portez des gants isolants avant de le toucher ; il n'a pas le bon caractère de ses proches parents,Przed dotknięciem załóż izolacyjne rękawice; nie ma tak dobrego usposobienia jak jego bliscy krewni,만지기 전에 절연 장갑을 착용하세요. 이 버섯은 근친처럼 좋은 성격을 가지고 있지 않습니다,Dokunmadan önce yalıtkan eldiven giyin; yakın akrabalarının iyi huylarına sahip değildir,Pon guantes aislantes antes de tocarla; no tiene el buen carácter de sus parientes cercanos,"Перш ніж торкнутися, надіньте ізоляційні рукавички; він не має такого доброго норову, як його близькі родичі",Indossa guanti isolanti prima di toccarlo; non ha il buon carattere dei suoi parenti stretti,Před dotykem si nasaďte izolační rukavice; nemá tak dobrou povahu jako jeho blízcí příbuzní,Use luvas isolantes antes de tocar; não tem o bom temperamento dos seus parentes próximos,"Mielőtt hozzáérsz, viselj szigetelő kesztyűt; nincs olyan jó természete, mint a közeli rokonainak"
